entityIndex,entityType,original,streetNumber,streetName,streetType,secUnitType,secUnitNum,city,state,zip,originalTerm
158,LegalConstruct,OFF COAST GUARD--ROW,NOT PARSED,OFF COAST GUARD,Row,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF COAST GUARD--ROW
159,Individual,OFF CONNECTICUT,NOT PARSED,OFF CONNECTICUT,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF CONNECTICUT
160,LegalConstruct,1258 OFF COAST GUARD ROAD,1258,OFF COAST GUARD ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1258 OFF COAST GUARD ROAD
161,AggregateHousehold,1199  OFF COAST GUARD ROAD,1199,OFF COAST GUARD ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1199  OFF COAST GUARD ROAD
162,LegalConstruct,118 OFF COAST GUARD ROAD,118,OFF COAST GUARD ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,118 OFF COAST GUARD ROAD
163,LegalConstruct,OFF COAST GUARD ROAD,NOT PARSED,OFF COAST GUARD ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF COAST GUARD ROAD
164,AggregateHousehold,1523  OFF COAST GUARD,1523,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1523  OFF COAST GUARD
165,AggregateHousehold,1917  OFF COAST GUARD,1917,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1917  OFF COAST GUARD
166,Business,OFF COAST GUARD ROAD,NOT PARSED,OFF COAST GUARD ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF COAST GUARD ROAD
167,LegalConstruct,1912  OFF COAST GUARD,1912,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1912  OFF COAST GUARD
168,AggregateHousehold,923 OFF COAST GUARD RD,923,OFF COAST GUARD RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,923 OFF COAST GUARD RD
169,Individual,1947 OFF COAST GUARD,1947,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1947 OFF COAST GUARD
170,AggregateHousehold,1306 OFF COAST GUARD,1306,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1306 OFF COAST GUARD
171,LegalConstruct,1198  OFF COAST GUARD,1198,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1198  OFF COAST GUARD
172,LegalConstruct,1135  OFF COAST GUARD,1135,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1135  OFF COAST GUARD
173,Individual,1150  OFF COAST GUARD,1150,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1150  OFF COAST GUARD
174,LegalConstruct,1048  OFF COAST GUARD,1048,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1048  OFF COAST GUARD
175,LegalConstruct,1067  OFF COAST GUARD,1067,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1067  OFF COAST GUARD
176,LegalConstruct,1103  OFF COAST GUARD,1103,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1103  OFF COAST GUARD
177,AggregateHousehold,1047  OFF COAST GUARD,1047,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1047  OFF COAST GUARD
178,LegalConstruct,1046  OFF COAST GUARD,1046,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1046  OFF COAST GUARD
179,Business,OFF COAST GUARD,NOT PARSED,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF COAST GUARD
180,AggregateHousehold,924  OFF COAST GUARD,924,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,924  OFF COAST GUARD
181,AggregateHousehold,OFF COAST GUARD,NOT PARSED,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF COAST GUARD
182,AggregateHousehold,917  OFF COAST GUARD,917,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,917  OFF COAST GUARD
183,LegalConstruct,918  OFF COAST GUARD,918,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,918  OFF COAST GUARD
184,AggregateHousehold,919  OFF COAST GUARD,919,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,919  OFF COAST GUARD
185,Business,OFF COAST GUARD,NOT PARSED,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF COAST GUARD
186,Business,OFF COAST GUARD,NOT PARSED,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF COAST GUARD
187,Business,OFF COAST GUARD,NOT PARSED,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF COAST GUARD
188,Business,OFF COAST GUARD,NOT PARSED,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF COAST GUARD
189,LegalConstruct,208  OFF CHAPEL STREET,208,OFF CHAPEL STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,208  OFF CHAPEL STREET
190,AggregateHousehold,206  OFF CHAPEL STREET #6,206,OFF CHAPEL STREET,NOT PARSED,#,6,Block Island,RI,02807,206  OFF CHAPEL STREET #6
191,Individual,207  OFF CHAPEL STREET,207,OFF CHAPEL STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,207  OFF CHAPEL STREET
192,LegalConstruct,OFF COAST GUARD,NOT PARSED,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF COAST GUARD
193,Business,OFF COAST GUARD,NOT PARSED,OFF COAST GUARD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF COAST GUARD
194,Individual,207  OFF CHAPEL STREET,207,OFF CHAPEL STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,207  OFF CHAPEL STREET
195,Individual,206  OFF CHAPEL STREET,206,OFF CHAPEL STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,206  OFF CHAPEL STREET
196,AggregateHousehold,205  OFF CHAPEL STREET,205,OFF CHAPEL STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,205  OFF CHAPEL STREET
197,Individual,205  OFF CHAPEL STREET,205,OFF CHAPEL STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,205  OFF CHAPEL STREET
198,Business,OFF CHAPEL STREET,NOT PARSED,OFF CHAPEL STREET,St,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF CHAPEL STREET
199,AggregateHousehold,204  OFF CHAPEL STREET,204,OFF CHAPEL STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,204  OFF CHAPEL STREET
200,Individual,204  OFF CHAPEL STREET,204,OFF CHAPEL STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,204  OFF CHAPEL STREET
201,Business,91  OFF CHAPEL STREET,91,OFF CHAPEL STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,91  OFF CHAPEL STREET
202,Business,OFF CHAPEL STREET,NOT PARSED,OFF CHAPEL STREET,St,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF CHAPEL STREET
203,AggregateHousehold,1567 OFF CENTER ROAD,1567,OFF CENTER ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1567 OFF CENTER ROAD
204,AggregateHousehold,540  OFF CENTER ROAD,540,OFF CENTER ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,540  OFF CENTER ROAD
205,AggregateHousehold,1848 OFF CENTER,1848,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1848 OFF CENTER
206,AggregateHousehold,1505 OFF CENTER ROAD,1505,OFF CENTER ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1505 OFF CENTER ROAD
207,AggregateHousehold,1599 OFF CENTER,1599,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1599 OFF CENTER
208,Individual,OFF CENTER RD--POND,NOT PARSED,OFF CENTER RD--POND,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF CENTER RD--POND
209,LegalConstruct,1598 OFF CENTER,1598,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1598 OFF CENTER
210,LegalConstruct,1579 OFF CENTER,1579,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1579 OFF CENTER
211,LegalConstruct,1556  OFF CENTER,1556,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1556  OFF CENTER
212,AggregateHousehold,1502  OFF CENTER,1502,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1502  OFF CENTER
213,AggregateHousehold,1196  OFF CENTER,1196,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1196  OFF CENTER
214,AggregateHousehold,1555  OFF CENTER,1555,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1555  OFF CENTER
215,LegalConstruct,1538  OFF CENTER,1538,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1538  OFF CENTER
216,LegalConstruct,1294  OFF CENTER,1294,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1294  OFF CENTER
217,LegalConstruct,1540  OFF CENTER,1540,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1540  OFF CENTER
218,AggregateHousehold,1194  OFF CENTER,1194,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1194  OFF CENTER
219,LegalConstruct,1195  OFF CENTER,1195,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1195  OFF CENTER
220,LegalConstruct,1133  OFF CENTER,1133,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1133  OFF CENTER
221,Individual,567  OFF CENTER,567,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,567  OFF CENTER
222,Business,1185 OFF CENTER,1185,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1185 OFF CENTER
223,AggregateHousehold,1166  OFF CENTER,1166,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1166  OFF CENTER
224,AggregateHousehold,574 OFF CENTER,574,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,574 OFF CENTER
225,AggregateHousehold,1182  OFF CENTER,1182,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1182  OFF CENTER
226,AggregateHousehold,561  OFF CENTER,561,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,561  OFF CENTER
227,LegalConstruct,545  OFF CENTER,545,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,545  OFF CENTER
228,Individual,541  OFF CENTER,541,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,541  OFF CENTER
229,LegalConstruct,542  OFF CENTER,542,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,542  OFF CENTER
230,AggregateHousehold,OFF CENTER,NOT PARSED,OFF CENTER,Ctr,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF CENTER
231,LegalConstruct,543  OFF CENTER,543,OFF CENTER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,543  OFF CENTER
232,Business,OFF CENTER,NOT PARSED,OFF CENTER,Ctr,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF CENTER
233,AggregateHousehold,OFF CENTER,NOT PARSED,OFF CENTER,Ctr,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF CENTER
234,Individual,OFF BEACON HILL--ROW,NOT PARSED,OFF BEACON HILL--ROW,Row,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF BEACON HILL--ROW
235,AggregateHousehold,OFF CENTER,NOT PARSED,OFF CENTER,Ctr,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF CENTER
236,AggregateHousehold,1827 OFF BEACON HILL ROAD,1827,OFF BEACON HILL ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1827 OFF BEACON HILL ROAD
237,Individual,OFF BEACON HILL ROAD,NOT PARSED,OFF BEACON HILL ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF BEACON HILL ROAD
238,AggregateHousehold,1828 OFF BEACON HILL ROAD,1828,OFF BEACON HILL ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1828 OFF BEACON HILL ROAD
239,Individual,OFF BEACON HILL ROAD,NOT PARSED,OFF BEACON HILL ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF BEACON HILL ROAD
240,Business,1679 OFF BEACON HILL ROAD,1679,OFF BEACON HILL ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1679 OFF BEACON HILL ROAD
241,AggregateHousehold,1463 OFF BEACON HILL ROAD,1463,OFF BEACON HILL ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1463 OFF BEACON HILL ROAD
242,Individual,OFF BEACON HILL ROAD,NOT PARSED,OFF BEACON HILL ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF BEACON HILL ROAD
243,Individual,OFF BEACON HILL ROAD,NOT PARSED,OFF BEACON HILL ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF BEACON HILL ROAD
244,Individual,1825 OFF BEACON HILL,1825,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1825 OFF BEACON HILL
245,LegalConstruct,1689 OFF BEACON HILL,1689,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1689 OFF BEACON HILL
246,AggregateHousehold,1818 OFF BEACON HILL,1818,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1818 OFF BEACON HILL
247,Individual,OFF BEACON HILL ROAD,NOT PARSED,OFF BEACON HILL ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF BEACON HILL ROAD
248,LegalConstruct,1697 OFF BEACON HILL,1697,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1697 OFF BEACON HILL
249,AggregateHousehold,1819  OFF BEACON HILL,1819,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1819  OFF BEACON HILL
250,LegalConstruct,1676  OFF BEACON HILL,1676,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1676  OFF BEACON HILL
251,LegalConstruct,1580  OFF BEACON HILL,1580,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1580  OFF BEACON HILL
252,AggregateHousehold,1500  OFF BEACON HILL,1500,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1500  OFF BEACON HILL
253,LegalConstruct,1068  OFF BEACON HILL,1068,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1068  OFF BEACON HILL
254,AggregateHousehold,1017  OFF BEACON HILL,1017,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1017  OFF BEACON HILL
255,AggregateHousehold,1070  OFF BEACON HILL,1070,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1070  OFF BEACON HILL
256,AggregateHousehold,1163  OFF BEACON HILL,1163,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1163  OFF BEACON HILL
257,LegalConstruct,994  OFF BEACON HILL,994,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,994  OFF BEACON HILL
258,Individual,831  OFF BEACON HILL,831,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,831  OFF BEACON HILL
259,Individual,971  OFF BEACON HILL,971,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,971  OFF BEACON HILL
260,LegalConstruct,830  OFF BEACON HILL,830,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,830  OFF BEACON HILL
261,Individual,824 OFF BEACON HILL,824,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,824 OFF BEACON HILL
262,AggregateHousehold,816  OFF BEACON HILL,816,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,816  OFF BEACON HILL
263,Individual,820  OFF BEACON HILL,820,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,820  OFF BEACON HILL
264,LegalConstruct,829  OFF BEACON HILL,829,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,829  OFF BEACON HILL
265,Individual,823  OFF BEACON HILL,823,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,823  OFF BEACON HILL
266,AggregateHousehold,815  OFF BEACON HILL,815,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,815  OFF BEACON HILL
267,AggregateHousehold,811  OFF BEACON HILL,811,OFF BEACON HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,811  OFF BEACON HILL
268,AggregateHousehold,OFF BEACON HILL,NOT PARSED,OFF BEACON HILL,Hl,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF BEACON HILL
269,AggregateHousehold,OFF BEACON HILL,NOT PARSED,OFF BEACON HILL,Hl,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF BEACON HILL
270,AggregateHousehold,444  OFF OCEAN AVENUE,444,OFF OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,444  OFF OCEAN AVENUE
271,LegalConstruct,OFF BEACON HILL,NOT PARSED,OFF BEACON HILL,Hl,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF BEACON HILL
272,AggregateHousehold,581  OFF BEACH,581,OFF BEACH,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,581  OFF BEACH
273,Individual,OFF BEACON HILL,NOT PARSED,OFF BEACON HILL,Hl,NOT PARSED,NOT PARSED,Block Island,RI,02807,OFF BEACON HILL
274,LegalConstruct,29  OCEAN VIEW LAND,29,OCEAN VIEW LAND,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,29  OCEAN VIEW LAND
275,Business,100 OFF OCEAN AVENUE,100,OFF OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,100 OFF OCEAN AVENUE
276,AggregateHousehold,165 OCEAN AVENUE,165,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,165 OCEAN AVENUE
277,Individual,155  OCEAN AVENUE,155,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,155  OCEAN AVENUE
278,LegalConstruct,446  OCEAN AVENUE,446,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,446  OCEAN AVENUE
279,AggregateHousehold,452  OCEAN AVENUE APTS.,452,OCEAN AVENUE APTS.,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,452  OCEAN AVENUE APTS.
280,LegalConstruct,7-A  OCEAN SHED,NOT PARSED,OCEAN SHED,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,7-A  OCEAN SHED
281,AggregateHousehold,454  OCEAN AVENUE,454,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,454  OCEAN AVENUE
282,AggregateHousehold,155  OCEAN AVENUE,155,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,155  OCEAN AVENUE
283,AggregateHousehold,155  OCEAN AVENUE,155,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,155  OCEAN AVENUE
284,AggregateHousehold,154  OCEAN AVENUE,154,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,154  OCEAN AVENUE
285,AggregateHousehold,155  OCEAN AVENUE,155,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,155  OCEAN AVENUE
286,LegalConstruct,154  OCEAN AVENUE,154,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,154  OCEAN AVENUE
287,LegalConstruct,153  OCEAN AVENUE,153,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,153  OCEAN AVENUE
288,Individual,153  OCEAN AVENUE,153,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,153  OCEAN AVENUE
289,AggregateHousehold,152  OCEAN AVENUE,152,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,152  OCEAN AVENUE
290,AggregateHousehold,152  OCEAN AVENUE,152,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,152  OCEAN AVENUE
291,Business,127 OCEAN AVENUE,127,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,127 OCEAN AVENUE
292,LegalConstruct,85 OCEAN AVENUE,85,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,85 OCEAN AVENUE
293,Business,100  OCEAN AVENUE,100,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,100  OCEAN AVENUE
294,LegalConstruct,102  OCEAN AVENUE,102,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,102  OCEAN AVENUE
295,Business,97 OCEAN AVENUE,97,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,97 OCEAN AVENUE
296,Business,119  OCEAN AVENUE,119,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,119  OCEAN AVENUE
297,Business,123  OCEAN AVENUE,123,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,123  OCEAN AVENUE
298,LegalConstruct,44 OCEAN AVENUE,44,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,44 OCEAN AVENUE
299,Individual,33 OCEAN AVENUE,33,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,33 OCEAN AVENUE
300,AggregateHousehold,33 OCEAN AVENUE,33,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,33 OCEAN AVENUE
301,LegalConstruct,33 OCEAN AVENUE,33,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,33 OCEAN AVENUE
302,AggregateHousehold,33 OCEAN AVENUE,33,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,33 OCEAN AVENUE
303,AggregateHousehold,33 OCEAN AVENUE,33,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,33 OCEAN AVENUE
304,AggregateHousehold,33 OCEAN AVENUE,33,OCEAN AVENUE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,33 OCEAN AVENUE
305,Business,OCEAN AVENUE,NOT PARSED,OCEAN AVENUE,Ave,NOT PARSED,NOT PARSED,Block Island,RI,02807,OCEAN AVENUE
306,Business,8 OCEAN AVE.,8,OCEAN AVE.,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,8 OCEAN AVE.
307,Business,OCEAN AVE ROW,NOT PARSED,OCEAN AVE,Row,NOT PARSED,NOT PARSED,Block Island,RI,02807,OCEAN AVE ROW
308,LegalConstruct,70  OCEAN AVE B FRANK'S,70,OCEAN AVE B FRANK'S,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,70  OCEAN AVE B FRANK'S
309,Business,218 OCEAN AVE,218,OCEAN AVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,218 OCEAN AVE
310,Business,OCEAN AVE,NOT PARSED,OCEAN AVE,Ave,NOT PARSED,NOT PARSED,Block Island,RI,02807,OCEAN AVE
311,LegalConstruct,449  OCEAN AVE,449,OCEAN AVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,449  OCEAN AVE
312,Business,833 OCEAN AVE,833,OCEAN AVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,833 OCEAN AVE
313,LegalConstruct,233  OCEAN AVE,233,OCEAN AVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,233  OCEAN AVE
314,Business,133  OCEAN AVE,133,OCEAN AVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,133  OCEAN AVE
315,LegalConstruct,98 OCEAN AVE,98,OCEAN AVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,98 OCEAN AVE
316,AggregateHousehold,66 OCEAN AVE,66,OCEAN AVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,66 OCEAN AVE
317,Business,13  OCEAN AVE,13,OCEAN AVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,13  OCEAN AVE
318,LegalConstruct,OCEAN AVE,NOT PARSED,OCEAN AVE,Ave,NOT PARSED,NOT PARSED,Block Island,RI,02807,OCEAN AVE
319,Business,50  OCEAN AVE,50,OCEAN AVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,50  OCEAN AVE
320,LegalConstruct,OCEAN AVE,NOT PARSED,OCEAN AVE,Ave,NOT PARSED,NOT PARSED,Block Island,RI,02807,OCEAN AVE
321,LegalConstruct,34  OCEAN AVE,34,OCEAN AVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,34  OCEAN AVE
322,LegalConstruct,242 OCEAN  AVE,242,OCEAN AVE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,242 OCEAN  AVE
323,LegalConstruct,455  OCEAN,455,OCEAN,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,455  OCEAN
324,Business,OCEAN AV/BEACH LAND,NOT PARSED,BEACH,Land,NOT PARSED,NOT PARSED,Block Island,RI,02807,OCEAN AV/BEACH LAND
