entityIndex,entityType,addressIndex,original,streetNumber,streetName,streetType,secUnitType,secUnitNum,city,state,zip,originalTerm
113,AggregateHousehold,0,PO BOX 1716::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1716,Block Island,RI,02807,PO BOX 1716::#^#::BLOCK ISLAND:^#^: RI 02807
114,LegalConstruct,0,1687 32ND ST NW::#^#::WASHINGTON:^#^: DC 20007,1687,32ND ST NW,St,NOT PARSED,NOT PARSED,WASHINGTON,DC,20007,1687 32ND ST NW::#^#::WASHINGTON:^#^: DC 20007
115,AggregateHousehold,0,P.O. BOX 1654::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1654,Block Island,RI,02807,P.O. BOX 1654::#^#::BLOCK ISLAND:^#^: RI 02807
116,AggregateHousehold,0,HIGH BRIGFLATTS::#^#::BRIGFLATTS LANE::#^#::SEDBERGH:^#^: LA 105 HN,NOT PARSED,HIGH,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,HIGH BRIGFLATTS::#^#::BRIGFLATTS LANE::#^#::SEDBERGH:^#^: LA 105 HN
117,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
118,LegalConstruct,0,267 GILMAN POND ROAD::#^#::NEWPORT:^#^: NH 03773,267,GILMAN POND,Rd,NOT PARSED,NOT PARSED,NEWPORT,NH,03773,267 GILMAN POND ROAD::#^#::NEWPORT:^#^: NH 03773
119,AggregateHousehold,0,102 ARUNDEL PL::#^#::CLAYTON:^#^: MO 63105,102,ARUNDEL,Pl,NOT PARSED,NOT PARSED,CLAYTON,MO,63105,102 ARUNDEL PL::#^#::CLAYTON:^#^: MO 63105
120,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
121,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
122,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
123,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
124,LegalConstruct,0,52 ELM STREET::#^#::LARCHMONT:^#^: NY 10538,52,ELM,St,NOT PARSED,NOT PARSED,LARCHMONT,NY,10538,52 ELM STREET::#^#::LARCHMONT:^#^: NY 10538
125,Business,0,12 SANDERSON ROAD::#^#::SMITHFIELD:^#^: RI 02917,12,SANDERSON,Rd,NOT PARSED,NOT PARSED,SMITHFIELD,RI,02917,12 SANDERSON ROAD::#^#::SMITHFIELD:^#^: RI 02917
126,LegalConstruct,0,PO BOX 388::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,388,Block Island,RI,02807,PO BOX 388::#^#::BLOCK ISLAND:^#^: RI 02807
127,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
128,LegalConstruct,0,1702 NORTH PARK DR  UNIT # 57::#^#::WILMINGTON :^#^: DE 19806,1702,PARK,Dr,UNIT,57,WILMINGTON,DE,19806,1702 NORTH PARK DR  UNIT # 57::#^#::WILMINGTON :^#^: DE 19806
129,LegalConstruct,0,63 WESSKUM WOOD RD::#^#::RIVERSIDE:^#^: CT 06878,63,WESSKUM WOOD,Rd,NOT PARSED,NOT PARSED,RIVERSIDE,CT,06878,63 WESSKUM WOOD RD::#^#::RIVERSIDE:^#^: CT 06878
130,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
131,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
132,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
133,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
134,Business,0,12 SANDERSON ROAD::#^#::SMITHFIELD:^#^: RI 02917,12,SANDERSON,Rd,NOT PARSED,NOT PARSED,SMITHFIELD,RI,02917,12 SANDERSON ROAD::#^#::SMITHFIELD:^#^: RI 02917
135,Business,0,12 SANDERSON ROAD::#^#::SMITHFIELD:^#^: RI 02917,12,SANDERSON,Rd,NOT PARSED,NOT PARSED,SMITHFIELD,RI,02917,12 SANDERSON ROAD::#^#::SMITHFIELD:^#^: RI 02917
136,Business,0,PO BOX 1287::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1287,Block Island,RI,02807,PO BOX 1287::#^#::BLOCK ISLAND:^#^: RI 02807
137,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
138,LegalConstruct,0,PO BOX 106::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,106,Block Island,RI,02807,PO BOX 106::#^#::BLOCK ISLAND:^#^: RI 02807
139,Business,0,240 HOPE STREET::#^#::PROVIDENCE:^#^: RI 02906,240,HOPE,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,240 HOPE STREET::#^#::PROVIDENCE:^#^: RI 02906
140,AggregateHousehold,0,1551 CRESTVIEW AVE::#^#::TALLAHASSEE:^#^: FL 32303,1551,CRESTVIEW,Ave,NOT PARSED,NOT PARSED,TALLAHASSEE,FL,32303,1551 CRESTVIEW AVE::#^#::TALLAHASSEE:^#^: FL 32303
141,AggregateHousehold,0,PO BOX 1057::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1057,Block Island,RI,02807,PO BOX 1057::#^#::BLOCK ISLAND:^#^: RI 02807
142,AggregateHousehold,0,PO BOX 316::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,316,Block Island,RI,02807,PO BOX 316::#^#::BLOCK ISLAND:^#^: RI 02807
143,Individual,0,PO BOX 608::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,608,Block Island,RI,02807,PO BOX 608::#^#::BLOCK ISLAND:^#^: RI 02807
144,Business,0,75 WESTMINSTER STREET::#^#::PROVIDENCE:^#^: RI 02903,75,WESTMINSTER,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02903,75 WESTMINSTER STREET::#^#::PROVIDENCE:^#^: RI 02903
145,LegalConstruct,0,PO BOX 689::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,689,Block Island,RI,02807,PO BOX 689::#^#::BLOCK ISLAND:^#^: RI 02807
146,Individual,0,PO BOX 381::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,381,Block Island,RI,02807,PO BOX 381::#^#::BLOCK ISLAND:^#^: RI 02807
147,AggregateHousehold,0,773 POINT JUDITH RD::#^#::NARRAGANSETT:^#^: RI 02882,773,POINT JUDITH,Rd,NOT PARSED,NOT PARSED,NARRAGANSETT,RI,02882,773 POINT JUDITH RD::#^#::NARRAGANSETT:^#^: RI 02882
148,AggregateHousehold,0,22 MARNIERS WALK::#^#::OYSTER BAY:^#^: NY 11771,22,MARNIERS,Walk,NOT PARSED,NOT PARSED,OYSTER BAY,NY,11771,22 MARNIERS WALK::#^#::OYSTER BAY:^#^: NY 11771
149,AggregateHousehold,0,2605 HOUGHTON LEAN::#^#::MACUNGIE:^#^: PA 18062,2605,HOUGHTON LEAN,NOT PARSED,NOT PARSED,NOT PARSED,MACUNGIE,PA,18062,2605 HOUGHTON LEAN::#^#::MACUNGIE:^#^: PA 18062
150,AggregateHousehold,0,PO BOX 1844::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1844,Block Island,RI,02807,PO BOX 1844::#^#::BLOCK ISLAND:^#^: RI 02807
151,AggregateHousehold,0,80 WAMPUM ROAD::#^#::NARRAGANSETT:^#^: RI 02882,80,WAMPUM,Rd,NOT PARSED,NOT PARSED,NARRAGANSETT,RI,02882,80 WAMPUM ROAD::#^#::NARRAGANSETT:^#^: RI 02882
152,AggregateHousehold,0,26 WOOD CREEK ROAD::#^#::NEW MILFORD:^#^: CT 06776,26,WOOD CREEK,Rd,NOT PARSED,NOT PARSED,NEW MILFORD,CT,06776,26 WOOD CREEK ROAD::#^#::NEW MILFORD:^#^: CT 06776
153,AggregateHousehold,0,2055 CHAPEL ST::#^#::NEW HAVEN:^#^: CT 06515,2055,CHAPEL,St,NOT PARSED,NOT PARSED,NEW HAVEN,CT,06515,2055 CHAPEL ST::#^#::NEW HAVEN:^#^: CT 06515
154,AggregateHousehold,0,1932 LAWTON BLUFF RD::#^#::CHARLOTTE:^#^: NC 28226,1932,LAWTON BLUFF,Rd,NOT PARSED,NOT PARSED,CHARLOTTE,NC,28226,1932 LAWTON BLUFF RD::#^#::CHARLOTTE:^#^: NC 28226
155,AggregateHousehold,0,PO BOX 83::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,83,Block Island,RI,02807,PO BOX 83::#^#::BLOCK ISLAND:^#^: RI 02807
156,LegalConstruct,0,PO BOX 584::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,584,Block Island,RI,02807,PO BOX 584::#^#::BLOCK ISLAND:^#^: RI 02807
157,Individual,0,PO BOX 640::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,640,Block Island,RI,02807,PO BOX 640::#^#::BLOCK ISLAND:^#^: RI 02807
158,LegalConstruct,0,29 MONROE ST::#^#::::#^#::NORTHAMPTON:^#^: MA 01060,29,MONROE,St,NOT PARSED,NOT PARSED,NORTHAMPTON,MA,01060,29 MONROE ST::#^#::::#^#::NORTHAMPTON:^#^: MA 01060
159,Individual,0,PO BOX 126::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,126,Block Island,RI,02807,PO BOX 126::#^#::BLOCK ISLAND:^#^: RI 02807
160,LegalConstruct,0,6471 KEDLESTON COURT::#^#::MCLEAN:^#^: VA 22101,6471,KEDLESTON,Ct,NOT PARSED,NOT PARSED,MCLEAN,VA,22101,6471 KEDLESTON COURT::#^#::MCLEAN:^#^: VA 22101
161,AggregateHousehold,0,128 CAMP AVE::#^#::DARIEN:^#^: CT 06820,128,CAMP,Ave,NOT PARSED,NOT PARSED,DARIEN,CT,06820,128 CAMP AVE::#^#::DARIEN:^#^: CT 06820
162,LegalConstruct,0,691 MYRTLE ROAD::#^#::NAPLES:^#^: FL 34108,691,MYRTLE,Rd,NOT PARSED,NOT PARSED,NAPLES,FL,34108,691 MYRTLE ROAD::#^#::NAPLES:^#^: FL 34108
163,LegalConstruct,0,11265 OLD HARBOUR ROAD::#^#::W PALM BEACH:^#^: FL 33408,11265,OLD HARBOUR,Rd,NOT PARSED,NOT PARSED,West PALM BEACH,FL,33408,11265 OLD HARBOUR ROAD::#^#::W PALM BEACH:^#^: FL 33408
164,AggregateHousehold,0,56 WINGATE ROAD::#^#::PROVIDENCE:^#^: RI 02906,56,WINGATE,Rd,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,56 WINGATE ROAD::#^#::PROVIDENCE:^#^: RI 02906
165,AggregateHousehold,0,166 DUANE STREET 7C::#^#::NEW YORK:^#^: NY 10013,166,DUANE STREET 7C,NOT PARSED,NOT PARSED,NOT PARSED,NEW YORK,NY,10013,166 DUANE STREET 7C::#^#::NEW YORK:^#^: NY 10013
166,Business,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
167,LegalConstruct,0,530 WEST END AVE::#^#::APT 6A::#^#::NEW YORK:^#^: NY 10042,530,END,Ave,APT,6A,NEW YORK,NY,10042,530 WEST END AVE::#^#::APT 6A::#^#::NEW YORK:^#^: NY 10042
168,AggregateHousehold,0,840 ROCKRIMMON ROAD::#^#::N STAMFORD:^#^: CT 06903,840,ROCKRIMMON,Rd,NOT PARSED,NOT PARSED,North STAMFORD,CT,06903,840 ROCKRIMMON ROAD::#^#::N STAMFORD:^#^: CT 06903
169,Individual,0,PO BOX 595::#^#::BLOCK ISLAND :^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,595,Block Island,RI,02807,PO BOX 595::#^#::BLOCK ISLAND :^#^: RI 02807
170,AggregateHousehold,0,228 WYMAN LANE::#^#::WOODSTOCK:^#^: VT 05091,228,WYMAN,Ln,NOT PARSED,NOT PARSED,WOODSTOCK,VT,05091,228 WYMAN LANE::#^#::WOODSTOCK:^#^: VT 05091
171,LegalConstruct,0,1 JAMES ST::#^#::NORTHPORT:^#^: NY 11768,1,JAMES,St,NOT PARSED,NOT PARSED,NORTHPORT,NY,11768,1 JAMES ST::#^#::NORTHPORT:^#^: NY 11768
172,LegalConstruct,0,1 JAMES ST::#^#::NORTHPORT:^#^: NY 11768,1,JAMES,St,NOT PARSED,NOT PARSED,NORTHPORT,NY,11768,1 JAMES ST::#^#::NORTHPORT:^#^: NY 11768
173,Individual,0,10 GREENLEAF FARM::#^#::NEWTOWN:^#^: CT 06470,10,GREENLEAF FARM,NOT PARSED,NOT PARSED,NOT PARSED,NEWTOWN,CT,06470,10 GREENLEAF FARM::#^#::NEWTOWN:^#^: CT 06470
174,LegalConstruct,0,233 TABER AVE::#^#::PROVIDENCE:^#^: RI 02906,233,TABER,Ave,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,233 TABER AVE::#^#::PROVIDENCE:^#^: RI 02906
175,LegalConstruct,0,100 KEYES RD::#^#::#131::#^#::CONCORD:^#^: MA 01742,100,KEYES,Rd,#,131,CONCORD,MA,01742,100 KEYES RD::#^#::#131::#^#::CONCORD:^#^: MA 01742
176,LegalConstruct,0,6471 KEDLESTON COURT::#^#::MCLEAN:^#^: VA 22101,6471,KEDLESTON,Ct,NOT PARSED,NOT PARSED,MCLEAN,VA,22101,6471 KEDLESTON COURT::#^#::MCLEAN:^#^: VA 22101
177,AggregateHousehold,0,202 MEADOW VIEW LA.::#^#::GLENGARDNER:^#^: NJ 08826,202,MEADOW VIEW,Ln,NOT PARSED,NOT PARSED,GLENGARDNER,NJ,08826,202 MEADOW VIEW LA.::#^#::GLENGARDNER:^#^: NJ 08826
178,LegalConstruct,0,29 MONROE ST::#^#::::#^#::NORTHHAMPTON:^#^: MA 01060,29,MONROE,St,NOT PARSED,NOT PARSED,NORTHHAMPTON,MA,01060,29 MONROE ST::#^#::::#^#::NORTHHAMPTON:^#^: MA 01060
179,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
180,AggregateHousehold,0,901 HOPE ST::#^#::BRISTOL:^#^: RI 02809,901,HOPE,St,NOT PARSED,NOT PARSED,BRISTOL,RI,02809,901 HOPE ST::#^#::BRISTOL:^#^: RI 02809
181,AggregateHousehold,0,840 ROCKRIMMON ROAD::#^#::N STAMFORD:^#^: CT 06903,840,ROCKRIMMON,Rd,NOT PARSED,NOT PARSED,North STAMFORD,CT,06903,840 ROCKRIMMON ROAD::#^#::N STAMFORD:^#^: CT 06903
182,AggregateHousehold,0,18 TRAILS END::#^#::WILTON:^#^: CT 06897,18,TRAILS END,NOT PARSED,NOT PARSED,NOT PARSED,WILTON,CT,06897,18 TRAILS END::#^#::WILTON:^#^: CT 06897
183,LegalConstruct,0,95 WYMAN RD::#^#::#1409::#^#::KEENE:^#^: NH 03431,95,WYMAN,Rd,#,1409,KEENE,NH,03431,95 WYMAN RD::#^#::#1409::#^#::KEENE:^#^: NH 03431
184,AggregateHousehold,0,350 ALBANY  STREET ::#^#::APT 8D::#^#::NEW YORK:^#^: NY 10280,350,ALBANY,St,APT,8D,NEW YORK,NY,10280,350 ALBANY  STREET ::#^#::APT 8D::#^#::NEW YORK:^#^: NY 10280
185,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
186,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
187,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
188,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
189,LegalConstruct,0,533 WEST MAIN RD::#^#::PORTSMOUTH:^#^: RI 02871,533,MAIN,Rd,NOT PARSED,NOT PARSED,PORTSMOUTH,RI,02871,533 WEST MAIN RD::#^#::PORTSMOUTH:^#^: RI 02871
190,AggregateHousehold,0,PO BOX 1171::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1171,Block Island,RI,02807,PO BOX 1171::#^#::BLOCK ISLAND:^#^: RI 02807
191,Individual,0,PO BOX 1555::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1555,Block Island,RI,02807,PO BOX 1555::#^#::BLOCK ISLAND:^#^: RI 02807
192,LegalConstruct,0,6471 KEDLESTON COURT::#^#::MCLEAN:^#^: VA 22101,6471,KEDLESTON,Ct,NOT PARSED,NOT PARSED,MCLEAN,VA,22101,6471 KEDLESTON COURT::#^#::MCLEAN:^#^: VA 22101
193,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
194,Individual,0,PO BOX 1376::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1376,Block Island,RI,02807,PO BOX 1376::#^#::BLOCK ISLAND:^#^: RI 02807
195,Individual,0,PO BOX 1684::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1684,Block Island,RI,02807,PO BOX 1684::#^#::BLOCK ISLAND:^#^: RI 02807
196,AggregateHousehold,0,PO BOX 676::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,676,Block Island,RI,02807,PO BOX 676::#^#::BLOCK ISLAND:^#^: RI 02807
197,Individual,0,PO BOX 702::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,702,Block Island,RI,02807,PO BOX 702::#^#::BLOCK ISLAND:^#^: RI 02807
198,Business,0,PO BOX 619::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,619,Block Island,RI,02807,PO BOX 619::#^#::BLOCK ISLAND:^#^: RI 02807
199,AggregateHousehold,0,PO BOX 1707::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1707,Block Island,RI,02807,PO BOX 1707::#^#::BLOCK ISLAND:^#^: RI 02807
200,Individual,0,PO BOX 1669::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1669,Block Island,RI,02807,PO BOX 1669::#^#::BLOCK ISLAND:^#^: RI 02807
201,Business,0,PO BOX 619::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,619,Block Island,RI,02807,PO BOX 619::#^#::BLOCK ISLAND:^#^: RI 02807
202,Business,0,PO BOX 619::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,619,Block Island,RI,02807,PO BOX 619::#^#::BLOCK ISLAND:^#^: RI 02807
203,AggregateHousehold,0,1270 FIFTH AVE #8R::#^#::NEW YORK:^#^: NY 10029,1270,FIFTH,Ave,#,8R,NEW YORK,NY,10029,1270 FIFTH AVE #8R::#^#::NEW YORK:^#^: NY 10029
204,AggregateHousehold,0,125 FITZGERALD ROAD::#^#::BROOKLYN:^#^: CT 06234,125,FITZGERALD,Rd,NOT PARSED,NOT PARSED,BROOKLYN,CT,06234,125 FITZGERALD ROAD::#^#::BROOKLYN:^#^: CT 06234
205,AggregateHousehold,0,PO BOX 1192::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1192,Block Island,RI,02807,PO BOX 1192::#^#::BLOCK ISLAND:^#^: RI 02807
206,AggregateHousehold,0,490 13TH ST::#^#::BROOKLYN:^#^: NY 11215,490,13TH,St,NOT PARSED,NOT PARSED,BROOKLYN,NY,11215,490 13TH ST::#^#::BROOKLYN:^#^: NY 11215
207,AggregateHousehold,0,1 RIVER VIEW RD::#^#::NARRAGANSETT:^#^: RI 02882,1,RIVER VIEW,Rd,NOT PARSED,NOT PARSED,NARRAGANSETT,RI,02882,1 RIVER VIEW RD::#^#::NARRAGANSETT:^#^: RI 02882
208,Individual,0,40 HENRY STREET::#^#::SCARSDALE:^#^: NY 10583,40,HENRY,St,NOT PARSED,NOT PARSED,SCARSDALE,NY,10583,40 HENRY STREET::#^#::SCARSDALE:^#^: NY 10583
209,LegalConstruct,0,PO BOX 1678::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1678,Block Island,RI,02807,PO BOX 1678::#^#::BLOCK ISLAND:^#^: RI 02807
210,LegalConstruct,0,PO BOX 747::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,747,Block Island,RI,02807,PO BOX 747::#^#::BLOCK ISLAND:^#^: RI 02807
212,AggregateHousehold,0,PO BOX 1101::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1101,Block Island,RI,02807,PO BOX 1101::#^#::BLOCK ISLAND:^#^: RI 02807
213,AggregateHousehold,0,3 MERRIE MILL LANE::#^#::HOLMDEL:^#^: NJ 07733,3,MERRIE MILL,Ln,NOT PARSED,NOT PARSED,HOLMDEL,NJ,07733,3 MERRIE MILL LANE::#^#::HOLMDEL:^#^: NJ 07733
214,AggregateHousehold,0,PO BOX 134::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,134,Block Island,RI,02807,PO BOX 134::#^#::BLOCK ISLAND:^#^: RI 02807
215,LegalConstruct,0,64 WATERSIDE LAND::#^#::WEST HARTFORN:^#^: CT 06107,64,WATERSIDE,Land,NOT PARSED,NOT PARSED,WEST HARTFORN,CT,06107,64 WATERSIDE LAND::#^#::WEST HARTFORN:^#^: CT 06107
216,LegalConstruct,0,PO BOX 738::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,738,Block Island,RI,02807,PO BOX 738::#^#::BLOCK ISLAND:^#^: RI 02807
217,LegalConstruct,0,24 HUDSON PL::#^#::CRANSTON:^#^: RI 02905,24,HUDSON,Pl,NOT PARSED,NOT PARSED,CRANSTON,RI,02905,24 HUDSON PL::#^#::CRANSTON:^#^: RI 02905
218,AggregateHousehold,0,2 SPRING STREET::#^#::WESTERLY:^#^: RI 02891,2,SPRING,St,NOT PARSED,NOT PARSED,WESTERLY,RI,02891,2 SPRING STREET::#^#::WESTERLY:^#^: RI 02891
219,LegalConstruct,0,65 CHATHAM HILL RD::#^#::SOUTH GLASTONBURY:^#^: CT 06073,65,CHATHAM HILL,Rd,NOT PARSED,NOT PARSED,SOUTH GLASTONBURY,CT,06073,65 CHATHAM HILL RD::#^#::SOUTH GLASTONBURY:^#^: CT 06073
220,LegalConstruct,0,PO BOX 738::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,738,Block Island,RI,02807,PO BOX 738::#^#::BLOCK ISLAND:^#^: RI 02807
221,Individual,0,23 BRAMLEY ROAD::#^#::MOORESTOWN:^#^: NJ 08057,23,BRAMLEY,Rd,NOT PARSED,NOT PARSED,MOORESTOWN,NJ,08057,23 BRAMLEY ROAD::#^#::MOORESTOWN:^#^: NJ 08057
222,Business,0,PO BOX 448::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,448,Block Island,RI,02807,PO BOX 448::#^#::BLOCK ISLAND:^#^: RI 02807
223,AggregateHousehold,0,110 POND VIEW DRIVE::#^#::SOUTHBURY:^#^: CT 06488,110,POND VIEW,Dr,NOT PARSED,NOT PARSED,SOUTHBURY,CT,06488,110 POND VIEW DRIVE::#^#::SOUTHBURY:^#^: CT 06488
224,AggregateHousehold,0,PO BOX 747::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,747,Block Island,RI,02807,PO BOX 747::#^#::BLOCK ISLAND:^#^: RI 02807
225,AggregateHousehold,0,24 KITCHEL ROAD::#^#::MOUNT KISCO:^#^: NY 10549,24,KITCHEL,Rd,NOT PARSED,NOT PARSED,MOUNT KISCO,NY,10549,24 KITCHEL ROAD::#^#::MOUNT KISCO:^#^: NY 10549
226,AggregateHousehold,0,5 DOUGLASS  LANE::#^#::CHESTER SPRINGS:^#^: PA 19425,5,DOUGLASS,Ln,NOT PARSED,NOT PARSED,CHESTER SPRINGS,PA,19425,5 DOUGLASS  LANE::#^#::CHESTER SPRINGS:^#^: PA 19425
